transaction_id,amount,location,device_type,time,merchant_category,fraud_flag,ai_fraud_reason
6823,7397.42,Delhi,Desktop,2024-10-05 00:26:00,Utilities,-1,⚠️ High transaction amount; 📍 High-risk location; 🌙 Unusual transaction time
6824,6749.33,Hyderabad,Tablet,2024-08-06 08:22:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
6840,6885.42,Delhi,Desktop,2024-10-23 14:09:00,Utilities,-1,⚠️ High transaction amount; 📍 High-risk location
6863,6329.09,Kolkata,Mobile,2024-06-20 04:36:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
6870,6339.19,Mumbai,Tablet,2024-05-21 12:55:00,Utilities,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
6912,7620.17,Bangalore,Tablet,2024-03-15 19:26:00,Electronics,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
6960,6246.23,Delhi,Mobile,2024-09-15 04:56:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
6963,6145.38,Delhi,Mobile,2024-06-25 12:54:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
7023,6417.46,Bangalore,Tablet,2024-04-19 13:53:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
7028,8310.99,Hyderabad,Tablet,2024-05-09 13:41:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
7103,6389.55,Hyderabad,Mobile,2024-06-25 20:35:00,Electronics,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
7153,6559.66,Bangalore,Tablet,2024-07-12 22:40:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
7177,9579.66,Kolkata,Mobile,2024-12-23 01:24:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
7226,7154.92,Chennai,Tablet,2024-02-27 07:35:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
7272,6643.81,Hyderabad,Tablet,2024-05-12 16:17:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
7296,7657.71,Delhi,Desktop,2024-10-07 20:40:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 🛒 Sensitive merchant category
7311,6814.36,Hyderabad,Mobile,2024-02-19 22:45:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
7316,9084.3,Bangalore,Desktop,2024-03-14 11:16:00,Electronics,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
7350,5648.27,Hyderabad,Mobile,2024-12-06 06:45:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
7357,8389.98,Bangalore,Desktop,2024-07-01 03:49:00,Grocery,-1,⚠️ High transaction amount
7383,8701.07,Hyderabad,Desktop,2024-12-12 00:53:00,Utilities,-1,⚠️ High transaction amount; 🌙 Unusual transaction time
7388,7448.67,Hyderabad,Desktop,2024-07-14 22:50:00,Grocery,-1,⚠️ High transaction amount
7408,7058.15,Mumbai,Tablet,2024-04-29 08:03:00,Clothing,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
7456,13633.45,Hyderabad,Desktop,2024-12-22 03:09:00,Clothing,-1,⚠️ High transaction amount
7488,6509.92,Bangalore,Tablet,2024-11-13 16:53:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
7512,10800.08,Mumbai,Tablet,2024-04-22 00:27:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category; 🌙 Unusual transaction time
7544,9059.51,Mumbai,Desktop,2024-11-14 09:44:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 🛒 Sensitive merchant category
7596,9255.35,Chennai,Mobile,2024-06-06 06:02:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
7599,11922.21,Kolkata,Mobile,2024-06-29 19:56:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
7619,7096.14,Delhi,Tablet,2024-03-08 12:27:00,Clothing,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
7634,8220.62,Chennai,Mobile,2024-09-20 02:48:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
7678,6687.21,Chennai,Mobile,2024-04-27 06:37:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
7701,11417.56,Chennai,Tablet,2024-07-29 12:38:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
7716,6163.96,Chennai,Tablet,2024-03-17 12:00:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category; 🌙 Unusual transaction time
7720,8470.54,Mumbai,Tablet,2024-05-10 09:58:00,Grocery,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
7803,8588.02,Chennai,Mobile,2024-01-11 06:55:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
7818,5644.81,Chennai,Mobile,2024-04-15 00:29:00,Electronics,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category; 🌙 Unusual transaction time
7866,7234.59,Delhi,Desktop,2024-07-30 20:56:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 🛒 Sensitive merchant category
7873,5632.82,Chennai,Tablet,2024-04-14 13:36:00,Electronics,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
7906,9679.81,Chennai,Desktop,2024-02-01 18:41:00,Travel,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
7925,5640.1,Delhi,Mobile,2024-07-03 13:40:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
7951,5999.93,Kolkata,Desktop,2024-05-30 00:57:00,Clothing,-1,⚠️ High transaction amount; 🌙 Unusual transaction time
7971,8108.6,Bangalore,Tablet,2024-08-08 00:26:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type; 🌙 Unusual transaction time
8040,7227.2,Chennai,Mobile,2024-02-19 15:17:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
8041,7797.65,Hyderabad,Mobile,2024-07-25 19:54:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
8053,6451.11,Hyderabad,Tablet,2024-01-18 06:31:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
8063,5938.34,Chennai,Tablet,2024-06-01 00:59:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type; 🌙 Unusual transaction time
8065,6742.49,Mumbai,Desktop,2024-11-09 04:58:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 🛒 Sensitive merchant category
8087,6015.87,Bangalore,Mobile,2024-04-09 23:48:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type; 🌙 Unusual transaction time
8094,7465.94,Bangalore,Mobile,2024-07-21 04:15:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
8102,8889.87,Chennai,Mobile,2024-07-05 19:56:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
8113,7279.61,Kolkata,Desktop,2024-07-09 21:24:00,Travel,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
8133,7074.36,Hyderabad,Tablet,2024-09-07 12:41:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
8138,6638.37,Delhi,Mobile,2024-06-27 20:23:00,Grocery,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🌙 Unusual transaction time
8145,6029.48,Bangalore,Mobile,2024-12-23 23:05:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type; 🌙 Unusual transaction time
8161,6582.08,Delhi,Tablet,2024-09-02 16:40:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
8184,10946.47,Chennai,Tablet,2024-02-16 10:02:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
8252,7679.96,Delhi,Mobile,2024-04-01 11:13:00,Grocery,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
8258,7929.74,Hyderabad,Desktop,2024-02-20 01:17:00,Travel,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
8282,7461.08,Kolkata,Mobile,2024-04-17 03:47:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
8291,6976.09,Kolkata,Mobile,2024-03-09 08:36:00,Electronics,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
8345,6888.58,Mumbai,Desktop,2024-01-19 10:04:00,Grocery,-1,⚠️ High transaction amount; 📍 High-risk location
8387,7420.4,Hyderabad,Mobile,2024-10-10 20:23:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category; 🌙 Unusual transaction time
8393,6399.88,Hyderabad,Desktop,2024-12-15 10:29:00,Grocery,-1,⚠️ High transaction amount
8400,6285.48,Kolkata,Desktop,2024-10-16 17:44:00,Grocery,-1,⚠️ High transaction amount
8412,7889.94,Bangalore,Mobile,2024-12-25 21:12:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
8428,8517.27,Mumbai,Tablet,2024-05-18 21:20:00,Grocery,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
8435,6514.18,Bangalore,Tablet,2024-01-19 19:57:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
8459,6284.51,Delhi,Desktop,2024-09-27 00:45:00,Clothing,-1,⚠️ High transaction amount; 📍 High-risk location; 🌙 Unusual transaction time
8461,6550.15,Bangalore,Tablet,2024-09-15 10:55:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
8465,10854.21,Bangalore,Tablet,2024-02-15 08:37:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
8480,6257.21,Hyderabad,Desktop,2024-02-17 06:35:00,Electronics,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
8496,7632.83,Mumbai,Tablet,2024-04-02 22:59:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
8497,10330.37,Delhi,Desktop,2024-02-17 07:40:00,Grocery,-1,⚠️ High transaction amount; 📍 High-risk location
8504,7167.58,Kolkata,Desktop,2024-07-20 17:27:00,Grocery,-1,⚠️ High transaction amount
8517,6243.44,Hyderabad,Mobile,2024-12-27 14:38:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
8613,9971.03,Hyderabad,Desktop,2024-04-09 16:40:00,Electronics,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
8616,6006.71,Chennai,Tablet,2024-03-24 21:47:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
8617,6355.84,Hyderabad,Mobile,2024-11-03 18:39:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
8621,11049.32,Hyderabad,Desktop,2024-01-06 12:06:00,Utilities,-1,⚠️ High transaction amount
8697,6586.69,Hyderabad,Desktop,2024-10-08 03:48:00,Grocery,-1,⚠️ High transaction amount
8736,8043.38,Bangalore,Desktop,2024-06-08 08:54:00,Utilities,-1,⚠️ High transaction amount
8755,6332.34,Kolkata,Mobile,2024-12-13 12:27:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
8777,7275.77,Bangalore,Desktop,2024-11-04 19:05:00,Electronics,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
8804,9660.62,Kolkata,Tablet,2024-06-10 12:33:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
8822,9868.45,Delhi,Tablet,2024-04-08 10:53:00,Grocery,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
8893,7871.69,Bangalore,Mobile,2024-09-25 05:41:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
8910,8597.43,Chennai,Mobile,2024-09-03 22:18:00,Electronics,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
8930,7829.25,Mumbai,Mobile,2024-01-18 23:21:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category; 🌙 Unusual transaction time
8998,7607.49,Kolkata,Tablet,2024-08-29 18:03:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
9029,11611.96,Delhi,Mobile,2024-04-29 07:46:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
9043,7465.29,Mumbai,Desktop,2024-11-30 21:37:00,Grocery,-1,⚠️ High transaction amount; 📍 High-risk location
9049,6120.53,Chennai,Mobile,2024-01-01 22:55:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
9056,6015.37,Kolkata,Mobile,2024-07-20 10:16:00,Electronics,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
9088,7815.51,Chennai,Mobile,2024-03-06 15:38:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
9118,8536.19,Delhi,Mobile,2024-10-08 09:26:00,Clothing,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
9126,6527.88,Kolkata,Mobile,2024-05-30 04:42:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
9130,6015.29,Chennai,Tablet,2024-11-13 05:45:00,Electronics,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
9143,6521.51,Mumbai,Mobile,2024-10-23 22:45:00,Grocery,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
9165,6438.35,Chennai,Mobile,2024-04-18 02:32:00,Electronics,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
9189,6154.79,Mumbai,Mobile,2024-04-11 10:13:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
9198,6433.59,Mumbai,Desktop,2024-03-14 00:38:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 🛒 Sensitive merchant category; 🌙 Unusual transaction time
9295,5940.32,Chennai,Desktop,2024-05-17 20:37:00,Grocery,-1,⚠️ High transaction amount
9338,7460.56,Delhi,Mobile,2024-03-22 19:56:00,Clothing,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
9346,12902.22,Mumbai,Mobile,2024-09-27 00:15:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category; 🌙 Unusual transaction time
9392,13167.46,Chennai,Desktop,2024-01-14 10:45:00,Utilities,-1,⚠️ High transaction amount
9447,7051.71,Mumbai,Tablet,2024-02-14 21:46:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
9466,6186.15,Delhi,Desktop,2024-03-25 04:32:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 🛒 Sensitive merchant category
9477,7712.8,Kolkata,Desktop,2024-08-13 11:43:00,Grocery,-1,⚠️ High transaction amount
9499,6248.03,Hyderabad,Desktop,2024-08-26 01:36:00,Clothing,-1,⚠️ High transaction amount
9529,8997.25,Hyderabad,Mobile,2024-09-27 01:53:00,Electronics,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
9550,6177.79,Bangalore,Desktop,2024-09-04 01:06:00,Clothing,-1,⚠️ High transaction amount
9615,8112.74,Hyderabad,Mobile,2024-05-15 19:09:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
9691,6835.46,Hyderabad,Tablet,2024-04-03 18:42:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
9726,6773.29,Kolkata,Desktop,2024-07-06 04:03:00,Travel,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
9758,9576.52,Bangalore,Desktop,2024-09-02 00:12:00,Electronics,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category; 🌙 Unusual transaction time
9763,7070.89,Kolkata,Tablet,2024-10-03 03:42:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
9769,8541.39,Mumbai,Mobile,2024-09-15 23:43:00,Utilities,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🌙 Unusual transaction time
9778,10661.44,Kolkata,Tablet,2024-07-10 06:53:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
9809,8592.75,Hyderabad,Mobile,2024-12-06 20:33:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
9815,6298.1,Bangalore,Desktop,2024-01-02 04:17:00,Travel,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
9834,10814.68,Bangalore,Desktop,2024-06-21 02:56:00,Utilities,-1,⚠️ High transaction amount
9842,9557.68,Hyderabad,Mobile,2024-11-01 17:15:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
9852,7216.03,Bangalore,Mobile,2024-05-04 06:38:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
9928,15222.67,Delhi,Tablet,2024-11-20 12:36:00,Utilities,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
9972,7466.05,Chennai,Desktop,2024-11-17 22:58:00,Electronics,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
9973,6292.73,Delhi,Tablet,2024-03-19 23:08:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category; 🌙 Unusual transaction time
9979,6016.09,Delhi,Mobile,2024-04-11 04:51:00,Clothing,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
10032,8382.36,Hyderabad,Desktop,2024-03-08 22:14:00,Clothing,-1,⚠️ High transaction amount
10050,8427.25,Chennai,Mobile,2024-01-08 16:17:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
10075,8142.61,Delhi,Desktop,2024-05-02 07:32:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 🛒 Sensitive merchant category
10080,7678.89,Mumbai,Desktop,2024-10-26 21:31:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 🛒 Sensitive merchant category
10101,7157.97,Hyderabad,Tablet,2024-04-06 01:55:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
10103,7970.88,Mumbai,Tablet,2024-12-17 17:16:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
10131,10072.39,Mumbai,Tablet,2024-02-10 01:08:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
10211,7458.0,Hyderabad,Mobile,2024-01-02 20:21:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
10223,6706.62,Mumbai,Desktop,2024-09-10 03:48:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 🛒 Sensitive merchant category
10246,6821.59,Mumbai,Desktop,2024-04-04 07:35:00,Clothing,-1,⚠️ High transaction amount; 📍 High-risk location
10249,8291.06,Mumbai,Desktop,2024-02-29 08:55:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 🛒 Sensitive merchant category
10273,7751.56,Bangalore,Desktop,2024-08-07 10:48:00,Travel,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
10296,7658.08,Bangalore,Mobile,2024-02-04 10:55:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
10304,12346.1,Chennai,Tablet,2024-05-17 21:57:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
10311,7494.14,Hyderabad,Desktop,2024-07-16 11:32:00,Electronics,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
10313,6133.85,Kolkata,Tablet,2024-09-26 13:02:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
10323,6229.99,Mumbai,Desktop,2024-01-31 06:01:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 🛒 Sensitive merchant category
10363,6324.21,Mumbai,Desktop,2024-09-02 21:19:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 🛒 Sensitive merchant category
10375,11993.96,Mumbai,Tablet,2024-01-03 10:24:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
10388,7426.75,Hyderabad,Desktop,2024-05-06 15:36:00,Electronics,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
10405,7222.16,Hyderabad,Desktop,2024-08-14 21:37:00,Utilities,-1,⚠️ High transaction amount
10444,7213.24,Hyderabad,Mobile,2024-09-28 02:31:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
10450,10157.75,Mumbai,Tablet,2024-11-21 03:29:00,Utilities,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
10452,6093.68,Hyderabad,Mobile,2024-02-06 03:08:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
10463,7301.72,Chennai,Desktop,2024-03-12 01:43:00,Grocery,-1,⚠️ High transaction amount
10533,6119.95,Chennai,Tablet,2024-04-30 09:33:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
10547,6118.31,Bangalore,Tablet,2024-09-09 06:12:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
10560,7101.54,Bangalore,Tablet,2024-07-11 06:55:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
10562,6352.17,Mumbai,Tablet,2024-11-30 14:19:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
10577,7500.04,Chennai,Desktop,2024-01-14 10:00:00,Utilities,-1,⚠️ High transaction amount; 🌙 Unusual transaction time
10582,9377.4,Bangalore,Desktop,2024-08-01 01:00:00,Electronics,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category; 🌙 Unusual transaction time
10625,6555.74,Hyderabad,Mobile,2024-06-03 03:30:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
10636,6409.93,Hyderabad,Desktop,2024-08-11 00:18:00,Travel,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category; 🌙 Unusual transaction time
10649,9809.82,Bangalore,Mobile,2024-07-18 13:30:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
10682,6173.33,Kolkata,Desktop,2024-04-17 08:05:00,Travel,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
10693,6206.57,Delhi,Tablet,2024-09-30 09:22:00,Clothing,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
10697,6875.3,Hyderabad,Desktop,2024-06-24 05:10:00,Travel,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
10704,8039.73,Hyderabad,Desktop,2024-04-28 02:49:00,Grocery,-1,⚠️ High transaction amount
10713,5632.7,Delhi,Tablet,2024-07-29 16:41:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
10715,7188.19,Chennai,Desktop,2024-09-08 23:18:00,Grocery,-1,⚠️ High transaction amount; 🌙 Unusual transaction time
10781,6390.51,Hyderabad,Tablet,2024-08-25 06:54:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
10805,8583.18,Chennai,Desktop,2024-03-12 00:16:00,Utilities,-1,⚠️ High transaction amount; 🌙 Unusual transaction time
10823,6186.14,Kolkata,Desktop,2024-10-04 03:23:00,Clothing,-1,⚠️ High transaction amount; 🌙 Unusual transaction time
10836,6787.01,Mumbai,Mobile,2024-03-09 19:09:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
10866,6981.8,Hyderabad,Desktop,2024-05-29 00:02:00,Grocery,-1,⚠️ High transaction amount; 🌙 Unusual transaction time
10950,16052.36,Hyderabad,Mobile,2024-02-21 10:57:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
11006,5938.42,Hyderabad,Desktop,2024-05-20 08:25:00,Travel,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
11013,6450.41,Kolkata,Mobile,2024-12-04 02:18:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
11020,6115.9,Hyderabad,Mobile,2024-01-18 01:05:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
11055,8879.9,Mumbai,Mobile,2024-02-05 00:54:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category; 🌙 Unusual transaction time
11081,11116.89,Chennai,Desktop,2024-10-06 12:08:00,Clothing,-1,⚠️ High transaction amount
11091,6106.89,Hyderabad,Tablet,2024-04-20 07:38:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
11100,9081.25,Bangalore,Tablet,2024-04-02 23:02:00,Electronics,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category; 🌙 Unusual transaction time
11140,8533.73,Kolkata,Mobile,2024-07-12 15:59:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
11175,5640.25,Mumbai,Mobile,2024-10-18 22:24:00,Clothing,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
11178,7542.01,Delhi,Mobile,2024-04-09 07:24:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
11186,9249.07,Mumbai,Mobile,2024-02-29 08:19:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
11256,6092.0,Hyderabad,Mobile,2024-08-08 12:23:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type; 🌙 Unusual transaction time
11283,6750.56,Chennai,Tablet,2024-06-07 00:50:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type; 🌙 Unusual transaction time
11307,6169.5,Delhi,Desktop,2024-01-29 11:26:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 🛒 Sensitive merchant category
11314,6055.7,Bangalore,Tablet,2024-12-24 00:15:00,Electronics,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category; 🌙 Unusual transaction time
11346,6056.66,Delhi,Tablet,2024-03-25 09:09:00,Clothing,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
11368,7966.73,Chennai,Desktop,2024-10-05 01:52:00,Utilities,-1,⚠️ High transaction amount
11389,9188.89,Chennai,Tablet,2024-05-16 00:46:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type; 🌙 Unusual transaction time
11433,7766.86,Kolkata,Desktop,2024-02-04 00:19:00,Travel,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category; 🌙 Unusual transaction time
11455,8531.73,Mumbai,Tablet,2024-10-11 11:50:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
11473,13086.57,Bangalore,Mobile,2024-12-22 08:46:00,Electronics,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
11491,5637.39,Delhi,Desktop,2024-10-28 17:17:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 🛒 Sensitive merchant category
11500,14631.82,Bangalore,Mobile,2024-02-16 18:50:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
